ID,group,task,week,learnTime,time,item,acc,RT
AmPm5de6,GC,PNN,2,AM,1,lesula,1,1672.2
AmPm5de6,GC,PNN,1,PM,1,lycaon,0,NA
AmPm5de6,GC,PNN,2,AM,1,mandrill,1,1137.2
AmPm5de6,GC,PNN,1,PM,1,marmot,0,NA
AmPm5de6,GC,PNN,2,AM,1,oncilla,0,NA
AmPm5de6,GC,PNN,1,PM,1,oranda,0,NA
AmPm5de6,GC,PNN,1,PM,1,protea,0,NA
AmPm5de6,GC,PNN,2,AM,1,serval,0,NA
AmPm5de6,GC,PNN,1,PM,3,agouti,1,1001.3
AmPm5de6,GC,PNN,2,AM,3,banyan,1,1481
AmPm5de6,GC,PNN,2,AM,3,baobab,1,1900.4
AmPm5de6,GC,PNN,1,PM,3,blenny,1,859.1
AmPm5de6,GC,PNN,2,AM,3,caracal,1,1655.9
AmPm5de6,GC,PNN,2,AM,3,deglupta,1,964.3
AmPm5de6,GC,PNN,1,PM,3,dingo,1,838.3
AmPm5de6,GC,PNN,1,PM,3,dorado,1,1583.9
AmPm5de6,GC,PNN,2,AM,3,drongo,1,583.3
AmPm5de6,GC,PNT,2,AM,1,galah,0,NA
AmPm5de6,GC,PNT,2,AM,1,gelada,0,NA
AmPm5de6,GC,PNT,2,AM,1,hoopoe,1,807.5
AmPm5de6,GC,PNT,1,PM,1,komondor,1,1502.6
AmPm5de6,GC,PNT,2,AM,1,lesula,1,1009.5
AmPm5de6,GC,PNT,1,PM,1,lycaon,0,NA
AmPm5de6,GC,PNT,2,AM,1,mandrill,1,1173.3
AmPm5de6,GC,PNT,1,PM,1,marmot,0,NA
AmPm5de6,GC,PNT,2,AM,1,oncilla,0,NA
AmPm5de6,GC,PNT,1,PM,1,oranda,0,NA
AmPm5de6,GC,PNT,1,PM,1,protea,1,NA
AmPm5de6,GC,PNT,2,AM,1,serval,0,NA
AmPm5de6,GC,PNT,1,PM,1,trillium,1,1269.8
AmPm5de6,GC,PNT,1,PM,1,woylie,1,960.9
AmPm5de6,GC,PNT,2,AM,3,baobab,1,791.4
AmPm5de6,GC,PNT,1,PM,3,blenny,1,552.7
AmPm5de6,GC,PNT,2,AM,3,caracal,1,2086.9
AmPm5de6,GC,PNT,2,AM,3,deglupta,1,1077.8
AmPm5de6,GC,PNT,1,PM,3,dingo,1,562.8
AmPm5de6,GC,PNT,1,PM,3,dorado,1,809.9
AmPm5de6,GC,PNT,2,AM,3,drongo,1,1021.5
AmPm5de6,GC,PNT,2,AM,3,galah,1,2467.1
AmPm5de6,GC,PNT,2,AM,3,gelada,0,NA
AmPm5de6,GC,PNT,2,AM,3,hoopoe,1,585
AmPm5de6,GC,PNT,1,PM,3,komondor,1,605.4
AmPm5de6,GC,PNT,2,AM,3,lesula,1,797.6
AmPm5de6,GC,PNT,1,PM,3,lycaon,1,869.8
AmPm5de6,GC,PNT,2,AM,3,mandrill,1,794.1
AmPm5de6,GC,PNN,1,PM,2,agouti,1,2166
AmPm5de6,GC,PNN,2,AM,2,banyan,1,3625.9
AmPm5de6,GC,PNN,2,AM,2,baobab,0,NA
AmPm5de6,GC,PNN,1,PM,2,blenny,1,801.6
AmPm5de6,GC,PNN,2,AM,2,caracal,0,NA
AmPm5de6,GC,PNN,2,AM,2,deglupta,1,1258.9
AmPm5de6,GC,PNN,1,PM,2,dingo,1,914.1
AmPm5de6,GC,PNN,2,AM,2,serval,0,NA
AmPm5de6,GC,PNN,1,PM,2,trillium,1,1081.8
AmPm5de6,GC,PNN,2,AM,2,galah,1,1856.6
AmPm5de6,GC,PNN,2,AM,2,gelada,0,NA
AmPm5de6,GC,PNN,2,AM,2,hoopoe,1,799.3
AmPm5de6,GC,PNN,1,PM,2,komondor,1,861
AmPm5de6,GC,PNN,2,AM,2,lesula,0,NA
AmPm5de6,GC,PNN,1,PM,2,lycaon,0,NA
AmPm5de6,GC,PNN,2,AM,2,mandrill,1,1846.1
AmPm5de6,GC,PNN,1,PM,2,marmot,1,3493.2
AmPm5de6,GC,PNN,2,AM,2,oncilla,0,NA
AmPm5de6,GC,PNN,1,PM,2,oranda,0,NA
AmPm5de6,GC,PNN,1,PM,2,protea,0,NA
AmPm5de6,GC,PNT,2,AM,2,gelada,1,3255.1
AmPm5de6,GC,PNT,2,AM,2,hoopoe,1,768.3
AmPm5de6,GC,PNN,1,PM,2,woylie,1,997.4
AmPm5de6,GC,PNT,1,PM,2,agouti,1,1414.4
AmPm5de6,GC,PNT,2,AM,2,banyan,1,1398.8
AmPm5de6,GC,PNT,2,AM,2,baobab,0,NA
AmPm5de6,GC,PNT,1,PM,2,blenny,1,751.7
AmPm5de6,GC,PNT,2,AM,2,caracal,0,NA
AmPm5de6,GC,PNT,2,AM,2,deglupta,1,1002.3
AmPm5de6,GC,PNT,1,PM,2,dingo,1,861.1
AmPm5de6,GC,PNT,1,PM,2,dorado,1,1668.9
AmPm5de6,GC,PNT,2,AM,2,drongo,1,848.1
AmPm5de6,GC,PNT,2,AM,2,galah,1,807.8
AmPm5de6,GC,PNN,2,AM,3,mandrill,1,945.6
AmPm5de6,GC,PNN,1,PM,3,marmot,1,3290.5
AmPm5de6,GC,PNT,1,PM,2,komondor,1,668.7
AmPm5de6,GC,PNT,2,AM,2,lesula,0,NA
AmPm5de6,GC,PNT,1,PM,2,lycaon,0,NA
AmPm5de6,GC,PNT,2,AM,2,mandrill,1,813.5
AmPm5de6,GC,PNT,1,PM,2,marmot,1,1736.7
AmPm5de6,GC,PNT,2,AM,2,oncilla,0,NA
AmPm5de6,GC,PNT,1,PM,2,oranda,0,NA
AmPm5de6,GC,PNT,1,PM,2,protea,1,646.3
AmPm5de6,GC,PNT,2,AM,2,serval,0,NA
AmPm5de6,GC,PNT,1,PM,2,trillium,1,685.4
AmPm5de6,GC,PNT,1,PM,2,woylie,1,1234.7
AmPm5de6,GC,PNN,1,PM,3,protea,0,NA
AmPm5de6,GC,PNN,2,AM,3,serval,0,NA
AmPm5de6,GC,PNN,2,AM,3,oncilla,0,NA
AmPm5de6,GC,PNN,1,PM,3,oranda,0,NA
AmPm5de6,GC,PNN,2,AM,3,gelada,0,NA
AmPm5de6,GC,PNN,2,AM,3,hoopoe,1,807
AmPm5de6,GC,PNN,1,PM,3,trillium,1,722.2
AmPm5de6,GC,PNN,2,AM,3,galah,0,NA
AmPm5de6,GC,PNN,1,PM,3,lycaon,1,1714.9
AmPm5de6,GC,PNT,1,PM,3,agouti,1,1388.9
AmPm5de6,GC,PNN,1,PM,3,komondor,1,783
AmPm5de6,GC,PNN,2,AM,3,lesula,1,1547.6
AmPm5de6,GC,PNN,1,PM,3,woylie,1,1175.7
AmPm5de6,GC,PNT,2,AM,3,banyan,1,1452.9
AmPme02f,GC,PNN,1,PM,1,woylie,1,1291.7
AmPme02f,GC,PNN,2,AM,2,baobab,0,NA
AmPme02f,GC,PNN,1,PM,1,trillium,1,1048.8
AmPme02f,GC,PNN,1,PM,2,agouti,1,1928.6
AmPme02f,GC,PNN,2,AM,2,banyan,0,NA
AmPme02f,GC,PNN,1,PM,2,dingo,1,1397.4
AmPme02f,GC,PNN,1,PM,2,blenny,1,860.1
AmPme02f,GC,PNN,2,AM,2,caracal,0,NA
AmPme02f,GC,PNN,2,AM,2,deglupta,0,NA
AmPme02f,GC,PNN,1,PM,2,zinnia,0,NA
AmPme02f,GC,PNT,1,PM,2,agouti,1,1054.4
AmPme02f,GC,PNT,2,AM,2,banyan,0,NA
AmPme02f,GC,PNT,2,AM,2,baobab,0,NA
AmPme02f,GC,PNT,1,PM,2,blenny,1,797.2
AmPme02f,GC,PNT,2,AM,2,caracal,0,NA
AmPme02f,GC,PNT,2,AM,2,deglupta,0,NA
AmPme02f,GC,PNT,1,PM,2,dingo,1,873.7
AmPme02f,GC,PNT,1,PM,2,dorado,0,NA
AmPme02f,GC,PNT,2,AM,2,drongo,1,1301
AmPme02f,GC,PNT,2,AM,2,galah,0,NA
AmPme02f,GC,PNT,2,AM,2,gelada,0,NA
AmPme02f,GC,PNT,2,AM,2,hoopoe,0,NA
AmPme02f,GC,PNT,1,PM,2,komondor,1,1061.2
AmPme02f,GC,PNT,2,AM,2,lesula,0,NA
AmPme02f,GC,PNT,1,PM,2,lycaon,0,NA
AmPme02f,GC,PNT,2,AM,2,mandrill,1,968.5
AmPme02f,GC,PNT,1,PM,2,marmot,0,NA
AmPme02f,GC,PNT,2,AM,2,oncilla,0,NA
AmPme02f,GC,PNT,1,PM,2,oranda,0,NA
AmPme02f,GC,PNT,1,PM,2,protea,0,NA
AmPme02f,GC,PNT,2,AM,2,serval,1,1275.5
AmPme02f,GC,PNT,1,PM,2,trillium,1,861.7
AmPme02f,GC,PNT,1,PM,2,woylie,1,970.5
AmPme02f,GC,PNN,1,PM,2,dorado,0,NA
AmPme02f,GC,PNN,2,AM,2,drongo,1,1776.1
AmPme02f,GC,PNN,2,AM,2,galah,0,NA
AmPme02f,GC,PNN,2,AM,2,gelada,0,NA
AmPme02f,GC,PNN,2,AM,2,hoopoe,0,NA
AmPme02f,GC,PNN,1,PM,2,komondor,1,1128.3
AmPme02f,GC,PNN,2,AM,2,lesula,0,NA
AmPme02f,GC,PNN,1,PM,2,lycaon,0,NA
AmPme02f,GC,PNN,2,AM,2,mandrill,1,961.3
AmPme02f,GC,PNN,1,PM,2,marmot,0,NA
AmPme02f,GC,PNN,2,AM,2,oncilla,0,NA
AmPme02f,GC,PNN,1,PM,2,oranda,0,NA
AmPme02f,GC,PNN,1,PM,2,protea,0,NA
AmPme02f,GC,PNN,2,AM,2,serval,1,1557.8
AmPme02f,GC,PNN,1,PM,2,trillium,1,833.3
AmPme02f,GC,PNN,1,PM,2,woylie,1,1063.8
AmPme02f,GC,PNN,1,PM,1,agouti,0,NA
AmPme02f,GC,PNN,2,AM,1,banyan,1,7309.8
AmPme02f,GC,PNN,2,AM,1,baobab,1,4929.4
AmPme02f,GC,PNN,1,PM,1,blenny,1,910.7
AmPme02f,GC,PNN,2,AM,1,caracal,0,NA
AmPme02f,GC,PNN,2,AM,1,deglupta,0,NA
AmPme02f,GC,PNN,1,PM,1,dingo,1,1127.6
AmPme02f,GC,PNN,1,PM,1,dorado,0,NA
AmPme02f,GC,PNN,2,AM,1,drongo,1,863.9
AmPme02f,GC,PNN,2,AM,1,galah,0,NA
AmPme02f,GC,PNN,2,AM,1,gelada,0,NA
AmPme02f,GC,PNN,2,AM,1,hoopoe,0,NA
AmPme02f,GC,PNN,1,PM,1,komondor,1,1275.2
AmPme02f,GC,PNN,2,AM,1,lesula,0,NA
AmPme02f,GC,PNN,1,PM,1,lycaon,0,NA
AmPme02f,GC,PNN,2,AM,1,mandrill,1,NA
AmPme02f,GC,PNN,1,PM,1,marmot,0,NA
AmPme02f,GC,PNN,2,AM,1,oncilla,0,NA
AmPme02f,GC,PNN,1,PM,1,oranda,0,NA
AmPme02f,GC,PNN,1,PM,1,protea,0,NA
AmPme02f,GC,PNN,2,AM,1,serval,1,NA
AmPme02f,GC,PNN,1,PM,3,agouti,1,1398.4
AmPme02f,GC,PNN,2,AM,3,banyan,0,NA
AmPme02f,GC,PNN,1,PM,1,zinnia,0,NA
AmPme02f,GC,PNT,1,PM,1,agouti,0,NA
AmPme02f,GC,PNT,2,AM,1,banyan,1,1636.3
AmPme02f,GC,PNT,2,AM,1,baobab,1,3348.2
AmPme02f,GC,PNT,1,PM,1,blenny,1,1017.9
AmPme02f,GC,PNT,2,AM,1,caracal,0,NA
AmPme02f,GC,PNT,2,AM,1,deglupta,0,NA
AmPme02f,GC,PNT,1,PM,1,dingo,1,840.8
AmPme02f,GC,PNT,1,PM,1,dorado,0,NA
AmPme02f,GC,PNT,2,AM,1,drongo,1,1085.2
AmPme02f,GC,PNT,2,AM,1,galah,0,NA
AmPme02f,GC,PNT,2,AM,1,gelada,0,NA
AmPme02f,GC,PNT,2,AM,1,hoopoe,0,NA
AmPme02f,GC,PNT,1,PM,1,komondor,1,1184.8
AmPme02f,GC,PNT,2,AM,1,lesula,0,NA
AmPme02f,GC,PNT,1,PM,1,lycaon,0,NA
AmPme02f,GC,PNT,2,AM,1,mandrill,1,854.9
AmPme02f,GC,PNT,1,PM,1,marmot,0,NA
AmPme02f,GC,PNT,2,AM,1,oncilla,0,NA
AmPme02f,GC,PNT,1,PM,1,oranda,0,NA
AmPme02f,GC,PNT,1,PM,1,protea,0,NA
AmPme02f,GC,PNT,2,AM,1,serval,1,1196.4
AmPme02f,GC,PNT,1,PM,1,trillium,1,1061.2
AmPme02f,GC,PNT,1,PM,1,woylie,1,956.6
AmPme02f,GC,PNT,1,PM,1,zinnia,1,1053.6
AmPme02f,GC,PNT,1,PM,3,blenny,1,695.2
AmPme02f,GC,PNT,2,AM,3,caracal,0,NA
AmPme02f,GC,PNT,2,AM,3,deglupta,0,NA
AmPme02f,GC,PNT,1,PM,3,dingo,1,816.3
AmPme02f,GC,PNT,1,PM,3,dorado,0,NA
AmPme02f,GC,PNT,2,AM,3,drongo,1,1490.4
AmPme02f,GC,PNT,2,AM,3,galah,0,NA
AmPme02f,GC,PNT,2,AM,3,gelada,0,NA
AmPme02f,GC,PNT,2,AM,3,hoopoe,0,NA
AmPme02f,GC,PNT,1,PM,3,komondor,1,1031.3
AmPme02f,GC,PNT,2,AM,3,lesula,0,NA
AmPme02f,GC,PNT,1,PM,3,lycaon,1,1275.5
AmPme02f,GC,PNT,2,AM,3,mandrill,1,1056.1
AmPme02f,GC,PNT,1,PM,3,marmot,0,NA
AmPme02f,GC,PNT,2,AM,3,oncilla,0,NA
AmPme02f,GC,PNT,1,PM,3,oranda,0,NA
AmPme02f,GC,PNT,1,PM,3,protea,0,NA
AmPme02f,GC,PNT,2,AM,3,serval,1,1919.4
AmPme02f,GC,PNT,1,PM,3,trillium,1,737.7
AmPme02f,GC,PNT,1,PM,3,woylie,1,1886.6
AmPme02f,GC,PNT,1,PM,3,zinnia,1,2634.9
AmPme02f,GC,PNN,2,AM,3,deglupta,0,NA
AmPme02f,GC,PNN,1,PM,3,dingo,1,866.2
AmPme02f,GC,PNN,1,PM,3,dorado,0,NA
AmPme02f,GC,PNN,2,AM,3,drongo,1,1077.1
AmPme02f,GC,PNN,2,AM,3,galah,0,NA
AmPme02f,GC,PNN,2,AM,3,gelada,0,NA
AmPme02f,GC,PNN,2,AM,3,hoopoe,0,NA
AmPme02f,GC,PNN,1,PM,3,komondor,1,877
AmPme02f,GC,PNN,2,AM,3,lesula,0,NA
AmPme02f,GC,PNN,1,PM,3,lycaon,0,NA
AmPme02f,GC,PNN,2,AM,3,mandrill,1,1079.1
AmPme02f,GC,PNN,1,PM,3,marmot,0,NA
AmPme02f,GC,PNN,2,AM,3,oncilla,0,NA
AmPme02f,GC,PNN,1,PM,3,oranda,0,NA
AmPme02f,GC,PNN,1,PM,3,protea,0,NA
AmPme02f,GC,PNN,2,AM,3,serval,1,2157.7
AmPme02f,GC,PNN,1,PM,3,trillium,1,964
AmPme02f,GC,PNN,1,PM,3,woylie,1,834.5
AmPme02f,GC,PNN,1,PM,3,zinnia,0,NA
AmPme02f,GC,PNT,1,PM,3,agouti,1,974.5
AmPme02f,GC,PNT,2,AM,3,banyan,0,NA
AmPme02f,GC,PNT,2,AM,3,baobab,0,NA
AmPme02f,GC,PNN,2,AM,3,caracal,0,NA
AmPme02f,GC,PNN,1,PM,3,blenny,1,848.2
AmPme02f,GC,PNN,2,AM,3,baobab,0,NA
AmPme02f,GC,PNT,1,PM,2,zinnia,1,1148
AmPmbe42,GC,PNT,2,PM,1,protea,0,NA
AmPmbe42,GC,PNT,1,AM,1,serval,0,NA
AmPmbe42,GC,PNT,1,AM,3,caracal,1,1055.6
AmPmbe42,GC,PNT,1,AM,3,deglupta,0,NA
AmPmbe42,GC,PNT,2,PM,3,dingo,1,1941.6
AmPmbe42,GC,PNT,2,PM,3,blenny,0,NA
AmPmbe42,GC,PNT,1,AM,3,drongo,0,NA
AmPmbe42,GC,PNT,1,AM,3,galah,0,NA
AmPmbe42,GC,PNT,1,AM,3,gelada,0,NA
AmPmbe42,GC,PNT,2,PM,3,dorado,0,NA
AmPmbe42,GC,PNT,2,PM,3,komondor,1,1020.4
AmPmbe42,GC,PNT,2,PM,1,trillium,0,NA
AmPmbe42,GC,PNT,2,PM,1,woylie,0,NA
AmPmbe42,GC,PNT,1,AM,3,hoopoe,1,1119.9
AmPmbe42,GC,PNN,2,PM,1,trillium,0,NA
AmPmbe42,GC,PNN,2,PM,1,woylie,0,NA
AmPmbe42,GC,PNN,2,PM,1,zinnia,0,NA
AmPmbe42,GC,PNT,2,PM,1,agouti,0,NA
AmPmbe42,GC,PNT,1,AM,1,banyan,0,NA
AmPmbe42,GC,PNT,1,AM,1,baobab,0,NA
AmPmbe42,GC,PNT,2,PM,1,blenny,0,NA
AmPmbe42,GC,PNT,1,AM,1,caracal,1,2466
AmPmbe42,GC,PNT,1,AM,1,deglupta,0,NA
AmPmbe42,GC,PNT,2,PM,1,dingo,1,1596.4
AmPmbe42,GC,PNT,2,PM,1,dorado,0,NA
AmPmbe42,GC,PNT,1,AM,1,drongo,0,NA
AmPmbe42,GC,PNT,2,PM,1,zinnia,0,NA
AmPmbe42,GC,PNT,1,AM,1,gelada,0,NA
AmPmbe42,GC,PNT,1,AM,1,hoopoe,0,NA
AmPmbe42,GC,PNT,2,PM,1,komondor,1,1502.7
AmPmbe42,GC,PNT,1,AM,1,lesula,0,NA
AmPmbe42,GC,PNT,2,PM,1,lycaon,0,NA
AmPmbe42,GC,PNT,1,AM,1,mandrill,1,NA
AmPmbe42,GC,PNT,2,PM,1,marmot,0,NA
AmPmbe42,GC,PNT,1,AM,1,oncilla,0,NA
AmPmbe42,GC,PNT,2,PM,1,oranda,0,NA
AmPmbe42,GC,PNN,2,PM,2,zinnia,0,NA
AmPmbe42,GC,PNT,2,PM,2,agouti,0,NA
AmPmbe42,GC,PNT,1,AM,2,banyan,0,NA
AmPmbe42,GC,PNT,1,AM,1,galah,0,NA
AmPmbe42,GC,PNT,2,PM,2,blenny,0,NA
AmPmbe42,GC,PNT,1,AM,2,caracal,1,2966.3
AmPmbe42,GC,PNT,1,AM,2,deglupta,0,NA
AmPmbe42,GC,PNT,2,PM,2,dingo,1,1616.8
AmPmbe42,GC,PNT,2,PM,2,dorado,0,NA
AmPmbe42,GC,PNT,1,AM,2,drongo,0,NA
AmPmbe42,GC,PNT,1,AM,2,galah,0,NA
AmPmbe42,GC,PNT,1,AM,2,gelada,0,NA
AmPmbe42,GC,PNT,1,AM,2,hoopoe,0,NA
AmPmbe42,GC,PNT,2,PM,2,komondor,1,1074.4
AmPmbe42,GC,PNT,1,AM,2,lesula,0,NA
AmPmbe42,GC,PNT,1,AM,3,lesula,0,NA
AmPmbe42,GC,PNT,1,AM,2,baobab,0,NA
AmPmbe42,GC,PNT,1,AM,3,mandrill,1,989.8
AmPmbe42,GC,PNT,2,PM,3,marmot,1,1989.8
AmPmbe42,GC,PNT,1,AM,3,oncilla,0,NA
AmPmbe42,GC,PNT,2,PM,3,oranda,0,NA
AmPmbe42,GC,PNT,2,PM,3,protea,1,2708
AmPmbe42,GC,PNT,1,AM,3,serval,0,NA
AmPmbe42,GC,PNT,2,PM,3,trillium,1,1071.4
AmPmbe42,GC,PNT,2,PM,3,woylie,0,NA
AmPmbe42,GC,PNT,2,PM,3,zinnia,0,NA
AmPmbe42,GC,PNN,1,AM,2,galah,0,NA
AmPmbe42,GC,PNN,1,AM,2,gelada,0,NA
AmPmbe42,GC,PNN,1,AM,2,hoopoe,1,5987.8
AmPmbe42,GC,PNN,2,PM,2,komondor,1,2284.6
AmPmbe42,GC,PNN,1,AM,2,lesula,0,NA
AmPmbe42,GC,PNN,2,PM,2,lycaon,0,NA
AmPmbe42,GC,PNN,1,AM,2,mandrill,1,1840.6
AmPmbe42,GC,PNN,2,PM,2,marmot,0,NA
AmPmbe42,GC,PNN,1,AM,2,oncilla,0,NA
AmPmbe42,GC,PNN,2,PM,2,oranda,0,NA
AmPmbe42,GC,PNN,2,PM,2,protea,0,NA
AmPmbe42,GC,PNN,1,AM,2,serval,0,NA
AmPmbe42,GC,PNN,2,PM,2,trillium,1,2925.2
AmPmbe42,GC,PNN,2,PM,2,woylie,0,NA
AmPmbe42,GC,PNN,2,PM,1,agouti,0,NA
AmPmbe42,GC,PNN,1,AM,1,banyan,0,NA
AmPmbe42,GC,PNN,1,AM,1,baobab,0,NA
AmPmbe42,GC,PNN,2,PM,1,blenny,0,NA
AmPmbe42,GC,PNN,1,AM,1,caracal,1,2223.1
AmPmbe42,GC,PNN,1,AM,1,deglupta,0,NA
AmPmbe42,GC,PNN,2,PM,1,dingo,1,3066.3
AmPmbe42,GC,PNN,2,PM,1,dorado,0,NA
AmPmbe42,GC,PNN,1,AM,1,drongo,0,NA
AmPmbe42,GC,PNN,1,AM,1,galah,0,NA
AmPmbe42,GC,PNN,1,AM,1,gelada,0,NA
AmPmbe42,GC,PNN,1,AM,1,hoopoe,0,NA
AmPmbe42,GC,PNN,2,PM,1,komondor,1,5758.9
AmPmbe42,GC,PNN,1,AM,1,lesula,0,NA
AmPmbe42,GC,PNN,2,PM,1,lycaon,0,NA
AmPmbe42,GC,PNN,1,AM,1,mandrill,1,2113.2
AmPmbe42,GC,PNN,2,PM,1,marmot,0,NA
AmPmbe42,GC,PNN,1,AM,1,oncilla,0,NA
AmPmbe42,GC,PNN,2,PM,1,oranda,0,NA
AmPmbe42,GC,PNN,2,PM,1,protea,0,NA
AmPmbe42,GC,PNN,1,AM,1,serval,0,NA
AmPmbe42,GC,PNN,2,PM,3,agouti,0,NA
AmPmbe42,GC,PNN,1,AM,3,banyan,0,NA
AmPmbe42,GC,PNN,1,AM,3,baobab,0,NA
AmPmbe42,GC,PNN,2,PM,3,blenny,0,NA
AmPmbe42,GC,PNN,1,AM,3,caracal,1,1224.5
AmPmbe42,GC,PNN,1,AM,3,deglupta,0,NA
AmPmbe42,GC,PNN,2,PM,3,dingo,1,3178.1
AmPmbe42,GC,PNN,2,PM,3,dorado,0,NA
AmPmbe42,GC,PNN,1,AM,3,drongo,0,NA
AmPmbe42,GC,PNN,1,AM,3,galah,0,NA
AmPmbe42,GC,PNN,1,AM,3,gelada,0,NA
AmPmbe42,GC,PNN,1,AM,3,hoopoe,1,4055
AmPmbe42,GC,PNN,2,PM,3,komondor,1,1031.3
AmPmbe42,GC,PNN,1,AM,3,lesula,0,NA
AmPmbe42,GC,PNN,2,PM,3,lycaon,0,NA
AmPmbe42,GC,PNN,1,AM,3,mandrill,1,1288.7
AmPmbe42,GC,PNN,2,PM,3,marmot,0,NA
AmPmbe42,GC,PNN,1,AM,3,oncilla,0,NA
AmPmbe42,GC,PNN,2,PM,3,oranda,0,NA
AmPmbe42,GC,PNN,2,PM,3,protea,0,NA
AmPmbe42,GC,PNN,1,AM,3,serval,0,NA
AmPmbe42,GC,PNN,2,PM,3,trillium,1,1462.6
AmPmbe42,GC,PNN,2,PM,3,woylie,0,NA
AmPmbe42,GC,PNN,2,PM,3,zinnia,0,NA
AmPmbe42,GC,PNT,2,PM,3,agouti,0,NA
AmPmbe42,GC,PNT,1,AM,3,banyan,0,NA
AmPmbe42,GC,PNT,1,AM,3,baobab,0,NA
AmPmbe42,GC,PNN,2,PM,2,blenny,0,NA
AmPmbe42,GC,PNN,1,AM,2,caracal,1,2872
AmPmbe42,GC,PNN,1,AM,2,deglupta,0,NA
AmPmbe42,GC,PNN,2,PM,2,dingo,0,NA
AmPmbe42,GC,PNN,2,PM,2,dorado,0,NA
AmPmbe42,GC,PNN,1,AM,2,drongo,0,NA
AmPmbe42,GC,PNN,2,PM,2,agouti,0,NA
AmPmbe42,GC,PNN,1,AM,2,banyan,0,NA
AmPmbe42,GC,PNT,2,PM,2,lycaon,0,NA
AmPmbe42,GC,PNT,2,PM,3,lycaon,0,NA
AmPmbe42,GC,PNT,2,PM,2,protea,1,1775.5
AmPmbe42,GC,PNT,1,AM,2,serval,0,NA
AmPmbe42,GC,PNN,1,AM,2,baobab,0,NA
AmPmbe42,GC,PNT,2,PM,2,oranda,0,NA
AmPmbe42,GC,PNT,2,PM,2,zinnia,0,NA
AmPmbe42,GC,PNT,1,AM,2,mandrill,1,1456.1
AmPmbe42,GC,PNT,2,PM,2,trillium,1,1564.6
AmPmbe42,GC,PNT,2,PM,2,woylie,0,NA
AmPmbe42,GC,PNT,2,PM,2,marmot,0,NA
AmPmbe42,GC,PNT,1,AM,2,oncilla,0,NA
AmPm3d40,GC,PNN,2,PM,1,dingo,0,NA
AmPm3d40,GC,PNN,2,PM,1,dorado,0,NA
AmPm3d40,GC,PNT,2,PM,1,agouti,0,NA
AmPm3d40,GC,PNN,2,PM,1,trillium,0,NA
AmPm3d40,GC,PNN,2,PM,1,woylie,0,NA
AmPm3d40,GC,PNN,2,PM,1,zinnia,0,NA
AmPm3d40,GC,PNN,2,PM,1,agouti,0,NA
AmPm3d40,GC,PNN,1,AM,1,banyan,0,NA
AmPm3d40,GC,PNN,1,AM,1,baobab,0,NA
AmPm3d40,GC,PNN,2,PM,1,blenny,0,NA
AmPm3d40,GC,PNN,1,AM,1,caracal,0,NA
AmPm3d40,GC,PNN,1,AM,1,deglupta,0,NA
AmPm3d40,GC,PNT,1,AM,1,gelada,0,NA
AmPm3d40,GC,PNT,1,AM,1,hoopoe,0,NA
AmPm3d40,GC,PNT,2,PM,1,komondor,0,NA
AmPm3d40,GC,PNT,1,AM,1,lesula,0,NA
AmPm3d40,GC,PNT,1,AM,1,banyan,0,NA
AmPm3d40,GC,PNT,1,AM,1,baobab,0,NA
AmPm3d40,GC,PNT,2,PM,1,blenny,0,NA
AmPm3d40,GC,PNT,1,AM,1,caracal,0,NA
AmPm3d40,GC,PNT,1,AM,1,deglupta,0,NA
AmPm3d40,GC,PNT,2,PM,1,dingo,0,NA
AmPm3d40,GC,PNT,2,PM,1,dorado,0,NA
AmPm3d40,GC,PNT,1,AM,1,drongo,0,NA
AmPm3d40,GC,PNT,1,AM,1,galah,0,NA
AmPm3d40,GC,PNT,2,PM,1,zinnia,0,NA
AmPm3d40,GC,PNT,2,PM,3,blenny,0,NA
AmPm3d40,GC,PNT,1,AM,3,caracal,0,NA
AmPm3d40,GC,PNN,1,AM,1,drongo,0,NA
AmPm3d40,GC,PNT,2,PM,1,lycaon,0,NA
AmPm3d40,GC,PNT,1,AM,1,mandrill,1,4145.4
AmPm3d40,GC,PNT,2,PM,1,marmot,0,NA
AmPm3d40,GC,PNT,1,AM,1,oncilla,0,NA
AmPm3d40,GC,PNT,2,PM,1,oranda,0,NA
AmPm3d40,GC,PNT,2,PM,1,protea,0,NA
AmPm3d40,GC,PNT,1,AM,1,serval,0,NA
AmPm3d40,GC,PNT,2,PM,1,trillium,0,NA
AmPm3d40,GC,PNT,2,PM,1,woylie,0,NA
AmPm3d40,GC,PNT,1,AM,3,mandrill,0,NA
AmPm3d40,GC,PNT,2,PM,3,marmot,0,NA
AmPm3d40,GC,PNT,1,AM,3,oncilla,0,NA
AmPm3d40,GC,PNT,2,PM,3,oranda,0,NA
AmPm3d40,GC,PNT,2,PM,3,protea,0,NA
AmPm3d40,GC,PNT,1,AM,3,serval,0,NA
AmPm3d40,GC,PNT,2,PM,3,trillium,0,NA
AmPm3d40,GC,PNT,2,PM,3,woylie,0,NA
AmPm3d40,GC,PNT,2,PM,3,zinnia,0,NA
AmPm3d40,GC,PNN,1,AM,2,galah,0,NA
AmPm3d40,GC,PNN,1,AM,2,gelada,0,NA
AmPm3d40,GC,PNN,1,AM,2,hoopoe,0,NA
AmPm3d40,GC,PNN,2,PM,2,komondor,0,NA
AmPm3d40,GC,PNN,1,AM,2,lesula,0,NA
